深圳市	福田区	新洲花园	114.04825,22.52627
深圳市	福田区	金地香蜜山	114.017021,22.554014
深圳市	福田区	下沙村四坊	114.025838,22.524536
深圳市	福田区	梅林山水居	114.043673,22.571112
深圳市	福田区	新洲牌坊街雅庭精品酒店	114.045884,22.526276
深圳市	福田区	海田路1008号雅颂居	114.06657,22.543617
深圳市	福田区	下沙花好园	114.02516,22.528259
深圳市	福田区	金地名津	114.073676,22.516103
深圳市	龙华区	民治街道丰泽湖山庄	114.054531,22.595063
深圳市	龙华区	龙华圆酒店	114.021681,22.625097
深圳市	龙华区	观澜湖高尔夫大宅昆士顿区	114.071452,22.735398
深圳市	龙华区	民治街道金地梅陇镇	114.032537,22.630592
深圳市	龙华区	龙华街道新华苑2期	114.036484,22.655111
深圳市	龙华区	民治街道翔龙御庭	114.008185,22.636514
深圳市	龙华区	金地上塘道1期	114.021191,22.63349
深圳市	龙华区	观湖街道招商观园	114.061867,22.690504
深圳市	龙华区	华业玫瑰四季2期	114.020795,22.624928
深圳市	龙华区	民治街道梅龙苑	114.036318,22.644728
深圳市	龙华区	观湖街道懿花园	114.06381,22.69376
深圳市	龙华区	观澜街道华盛峰荟名庭2期	114.041438,22.711171
深圳市	龙华区	春华四季园	114.052731,22.621451
深圳市	龙华区	南国丽园	114.030172,22.653876
深圳市	龙华区	星河丹堤	114.057934,22.593984
深圳市	龙华区	观澜街道库坑中心区	114.035062,22.736243
深圳市	龙华区	观湖街道观壹城	114.069232,22.716207
深圳市	龙华区	民治街道锦绣江南	114.029658,22.636915
深圳市	龙岗区	嘉霖·龙禧(龙禧雅苑)	114.243681,22.746909
深圳市	龙岗区	华浩源	114.124914,22.623577
深圳市	龙岗区	坂田街道荔园新村	114.069767,22.636916
深圳市	龙岗区	龙城街道万象天成	114.254367,22.723868
深圳市	龙岗区	布吉街道百合山庄	114.120304,22.595271
深圳市	龙岗区	平湖特力商厦	114.132021,22.698448
深圳市	龙岗区	中海康城	114.206806,22.707365
深圳市	龙岗区	龙城街道东方沁园	114.226614,22.694658
深圳市	龙岗区	布澜路尚峰花园	114.137801,22.623682
深圳市	龙岗区	龙岗街道宝能悦澜山	114.250766,22.734843
深圳市	龙岗区	回龙埔万科翰邻城	114.230883,22.73052
深圳市	龙岗区	大族河山	114.157232,22.612761
深圳市	龙岗区	华创云轩B座	114.065842,22.651591
深圳市	龙岗区	秀丽山庄	114.107433,22.611586
深圳市	龙岗区	中央悦城	114.242077,22.73227
深圳市	龙岗区	布吉新三村	114.118844,22.607517
深圳市	龙岗区	布吉慢城	114.127945,22.622992
深圳市	龙岗区	西环路八约1街龙富花园	114.108756,22.60719
深圳市	龙岗区	华策中心城	114.243278,22.699682
深圳市	龙岗区	金龙豪庭B栋	114.146891,22.617253
深圳市	龙岗区	桂芳园八期	114.138878,22.608768
深圳市	龙岗区	中骏四季阳光一期	114.302712,22.721582
深圳市	龙岗区	平湖山厦社区梨头廖	114.115647,22.703835
深圳市	龙岗区	招商依山郡	114.220223,22.729754
深圳市	龙岗区	嶂背步行街	114.242439,22.682558
深圳市	龙岗区	布吉海心汇福园	114.11085,22.617924
深圳市	龙岗区	吉信街如家酒店	114.123412,22.602385
深圳市	龙岗区	和磡村和磡路3号	114.06124,22.623464
深圳市	龙岗区	山厦社区南油花园	114.110157,22.696803
深圳市	龙岗区	卓然居	114.16958,22.643091
深圳市	龙岗区	家和花园南区	114.061515,22.611584
深圳市	龙岗区	远洋新干线君域花园	114.263543,22.718256
深圳市	龙岗区	鼎尚华庭	114.301568,22.773539
深圳市	龙岗区	雪象花园新村	114.075376,22.650751
深圳市	龙岗区	禾坪岗禾坪路5号	114.0669,22.657017
深圳市	龙岗区	坂田街道荔枝苑	114.074371,22.633728
深圳市	龙岗区	德兴花园德贵苑	114.111155,22.589687
深圳市	龙岗区	全伟达工业园	114.100756,22.628103
深圳市	龙岗区	杨美社区长坑三区	114.061572,22.627408
深圳市	龙岗区	万科麓城	114.104053,22.623561
深圳市	龙岗区	金德丰雅居	114.113213,22.690177
深圳市	宝安区	桃源居	113.863996,22.615408
深圳市	宝安区	航城街道南航明珠花园	113.842985,22.604835
深圳市	宝安区	新安街道安乐花园	113.904583,22.550974
深圳市	宝安区	石岩街道伊隆达工业园	113.942604,22.695466
深圳市	宝安区	宝安大道与裕安一路交汇处卡罗社区	113.890257,22.561616
深圳市	宝安区	松岗街道碧头社区华都公寓	113.813001,22.782251
深圳市	宝安区	前海铂寓	113.862187,22.554987
深圳市	宝安区	福永街道星航华府	113.832895,22.642996
深圳市	宝安区	西乡我们家公寓(海湾家2号楼)	113.859534,22.579025
深圳市	宝安区	明玉路11号花样年·花郡	113.882087,22.564011
深圳市	宝安区	万象新天2期	113.851458,22.603488
深圳市	宝安区	宏发世纪城	113.947634,22.679891
深圳市	宝安区	泰华商业城	113.904073,22.56815
深圳市	宝安区	新安街道甲岸村	113.904109,22.561633
深圳市	宝安区	满京华云著花园	113.834698,22.783186
深圳市	宝安区	星曜名城B栋	113.920803,22.692824
深圳市	宝安区	海华社区自由北小区	113.883219,22.568687
深圳市	宝安区	松茂·御龙湾	113.853399,22.573876
深圳市	宝安区	深航幸福花园	113.812189,22.699252
深圳市	宝安区	塘尾社区蚝二佳仕泰科技园宿舍	113.783766,22.702008
深圳市	宝安区	新安街道灵芝新村	113.909926,22.564705
深圳市	宝安区	荣泰园	113.822777,22.724374
深圳市	宝安区	松新石岗大楼	113.840416,22.766626
深圳市	宝安区	福中福幸福海岸	113.8787,22.559724
深圳市	宝安区	鸿景园	113.89068,22.574324
深圳市	宝安区	一尚领航优品酒店	113.848567,22.608868
深圳市	宝安区	永丰社区六区	113.867736,22.57238
深圳市	宝安区	怀德公元	113.827664,22.669932
深圳市	宝安区	金港华庭	113.86144,22.58219
深圳市	宝安区	松岗街道红星村温屋	113.834441,22.767015
深圳市	宝安区	丽枫酒店(深圳海雅缤纷城店)	113.906411,22.557655
深圳市	罗湖区	罗湖村五坊	114.121292,22.535783
深圳市	罗湖区	田贝二路金翠园	114.129039,22.561026
深圳市	罗湖区	红桂路红桂一街50号环保大院	114.105756,22.546716
深圳市	罗湖区	长城大酒店	114.106908,22.550118
深圳市	罗湖区	中兴路88号汉庭酒店	114.126714,22.549561
深圳市	罗湖区	翠华花园	114.13241,22.555556
深圳市	罗湖区	泥岗西路自来水公司大院	114.101647,22.567775
深圳市	罗湖区	合正荣悦府	114.129772,22.55282
深圳市	罗湖区	梧桐山社区赤水洞村	114.186992,22.590439
深圳市	罗湖区	百仕达花园5期	114.142073,22.567587
深圳市	罗湖区	大望社区新田村	114.177175,22.601903
深圳市	罗湖区	海鹰大厦	114.068982,22.535482
深圳市	罗湖区	鸿翔花园	114.106416,22.553884
深圳市	罗湖区	东方颐园	114.126663,22.549572
深圳市	罗湖区	天景花园	114.141883,22.559983
深圳市	罗湖区	松园北街38号大院	114.107596,22.553766
深圳市	罗湖区	海陇华苑	114.132473,22.546559
深圳市	罗湖区	嘉宝田花园	114.111117,22.557978
深圳市	坪山区	龙田街道东城大厦维也纳酒店	114.394511,22.714945
深圳市	坪山区	龙田街道金茂园酒店	114.356476,22.700468
深圳市	坪山区	坪山街道万科金域缇香	114.341292,22.707702
深圳市	坪山区	坪山街道易林源酒店	114.335977,22.683969
深圳市	坪山区	东纵路6-3号	114.376342,22.68964
深圳市	盐田区	沙头角街道上东湾	114.228876,22.549787
深圳市	盐田区	京基洲际度假酒店	114.314648,22.597629
深圳市	光明区	公明街道振明路南庄合众豪庭后面三巷	113.907113,22.772684
深圳市	光明区	新陂头村新美一村	113.942316,22.799315
深圳市	光明区	宏发上域	113.906637,22.781775
深圳市	光明区	薯田埔村福南路华业苑	113.87492,22.779582
深圳市	光明区	传麒山	113.943327,22.743707
深圳市	光明区	横岭新村	113.883629,22.778563
深圳市	光明区	玉律村一区	113.890234,22.715294
深圳市	大鹏新区	万豪酒店	114.459333,22.569475
